Name,Developer ID,Scraped Playstore App Name,Scraped Playstore App Link,Scraped Google Developer ID
TECH X QUIZ,Suraj,Tech Quiz Master - Quiz Games,https://play.google.com/store/apps/details?id=com.eggies.techquizmaster,Eggies
Cool English Robot,National Taiwan Normal University,Bubble Robot,https://play.google.com/store/apps/details?id=it.clementoni.bubble,Clementoni S.p.A.
My Book Friend,Priyanka L Jawade,Epic: Kids' Books & Reading,https://play.google.com/store/apps/details?id=com.getepic.Epic,Epic! Creations Inc
BMI check,Sathish Kumar S,BMI Calculator,https://play.google.com/store/apps/details?id=com.appovo.bmicalculator,Appovo
Fit Bro,Sathish Kumar S,fitpro,https://play.google.com/store/apps/details?id=cn.xiaofengkj.fitpro,"Shenzhen Well Health Management Technology Co, Ltd"
Bollywood Buff Trivia,Haridas YashashChandra,Bollywood Quiz - Movies Trivia,https://play.google.com/store/apps/details?id=com.quiz.bollywood.trivia.guess.movie,ThinkQube
Basic General Knowledge Quiz for Children,Harshil Patel,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
terry tells story,wei zhang,Storyteller,https://play.google.com/store/apps/details?id=com.netflix.NGP.Storyteller,"Netflix, Inc."
seven minute workout,Bart Bellefroid,Seven - 7 Minute Workout,https://play.google.com/store/apps/details?id=se.perigee.android.seven,Perigee AB
Sing Turkish National Anthem,ChunkyBusiness,National Anthem Song,https://play.google.com/store/apps/details?id=com.helping.world.national.anthem,HelpingApps
Cat sounds,music dev,Cat Sounds,https://play.google.com/store/apps/details?id=cat.ereza.sounds.cats,Playful.cat
Meditation Mentor,Quarry Lane Meditation Club,Balance: Meditation & Sleep,https://play.google.com/store/apps/details?id=com.elevatelabs.geonosis,Elevate Labs
Eureka Smart Living,Eureka,Eureka Smart Living,https://play.google.com/store/apps/details?id=me.eureka.esl.app,Eureka.me
One piece family,music dev,ONE PIECE Bounty Rush,https://play.google.com/store/apps/details?id=com.bandainamcoent.opbrww,Bandai Namco Entertainment Inc.
Bernie Sanders Soundboard,Sam Kauffman,Streamer Soundboard,https://play.google.com/store/apps/details?id=com.cacerescreation.soundboard,Caceres Creations
The Dallas Morning News,nan,The Dallas Morning News,https://play.google.com/store/apps/details?id=com.pagesuite.DallasMorningNews,The Dallas Morning News
750 The Game,Futuri Media,Find the difference 750+,https://play.google.com/store/apps/details?id=com.superswell.findthedifference,SuperSwell
Health And Diet Knowledge Gainer O Mania,Healthcare,Calorie Counter - MyNetDiary,https://play.google.com/store/apps/details?id=com.fourtechnologies.mynetdiary.ad,MyNetDiary.com
Raffle Manager,Aineth,Raffle Creator,https://play.google.com/store/apps/details?id=co.za.chester.rafflecreator.rafflecreator,Chester Cobus
High Order Analytics,High Order Analytics LLC.,Number Analytics,https://play.google.com/store/apps/details?id=com.numberanalytics.app,Number Analytics LLC
Fantasy Fate,Jessica & Cody,Fate RPG App,https://play.google.com/store/apps/details?id=com.someguy590.faterpgapp,someguy590
Nutella Creations,Ferrero USA,Neku: OC character creator,https://play.google.com/store/apps/details?id=com.stickermobi.avatarmaker,Sticker Maker Inc.
G.K Quiz Factory,Ajay,GK Quiz General Knowledge App,https://play.google.com/store/apps/details?id=nithra.quiz,Nithra
Sing Norwegian National Anthem,ChunkyBusiness,National Anthem Song,https://play.google.com/store/apps/details?id=com.helping.world.national.anthem,HelpingApps
genius job offering,Genius Voice,Monster Job Search,https://play.google.com/store/apps/details?id=com.jobrapp.jobr,Monster Worldwide
One Piece theme song,music dev,ONE PIECE TREASURE CRUISE-RPG,https://play.google.com/store/apps/details?id=com.namcobandaigames.spmoja010E,Bandai Namco Entertainment Inc.
Spectrum Autism Research,nan,Autism Test (Child),https://play.google.com/store/apps/details?id=com.autismchild.test,Inquiry Health LLC
Yo Mind Reader,Yogesh Kumar R,Mind Reader,https://play.google.com/store/apps/details?id=com.saawanapps.mindreader,Saawan Apps
Affinia Fifty,Ameniti Inc.,Fifty,https://play.google.com/store/apps/details?id=com.thefiftyapp,Fifty.do
Hamre vs Buben's Music,Wounded Hearts Productions,YouTube Music,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.music,Google LLC
Sashbros Studios,Sarvagna Shukla,Super Smash Voices,https://play.google.com/store/apps/details?id=com.mixinverse.misinbros.smashvoice,MixinVerse
Hacking Basics Quiz,Rahul kr Roy,Learn Ethical Hacking Skills,https://play.google.com/store/apps/details?id=com.tutorialsfreak.ethicalhacking,WsCube Tech
Dense Vision Shrine,Wounded Hearts Productions,Vision AI,https://play.google.com/store/apps/details?id=com.mksmohan.visionai,mksmohan
Gaana Quiz,Kriti Chopra,Guess the Song Quiz 2023,https://play.google.com/store/apps/details?id=com.knowledgequizgames.guessthesong,TLA Quiz n Button
IPL fan inside me,Sourabh Miraje,IPL,https://play.google.com/store/apps/details?id=com.pulselive.bcci.android,IN10 Media Private Limited
Loop It,SoapVox,Loop it,https://play.google.com/store/apps/details?id=com.ramsayamarin.loopit,Popcorn Chef
Volleyball Stats,Maildover LLC,Volleyball StatKeeper,https://play.google.com/store/apps/details?id=uk.co.numjew_solutions.statkeeperbase.volleyball,Numjew Solutions Ltd
Question of the Day,Matchbox.io,Neurology Question of the Day,https://play.google.com/store/apps/details?id=com.aanqod,American Academy of Neurology
Modern Quiz,Faizan Ahmed,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
Flower Facts,Sen,Daily Random Facts,https://play.google.com/store/apps/details?id=com.hrd.facts,Monkey Taps LLC
Movie freak,Pradipta Ghatak,MovieArk: Stream Movies & Live,https://play.google.com/store/apps/details?id=com.tcl.movieark,FALCON GLOBAL TECH
chunkey monkey,ChunkyBusiness,Jungle Runner Monkey Games,https://play.google.com/store/apps/details?id=com.spirit.web.zoo.forest.wood.apps,Ultimate Gaming Studio
The Ultimate QuizzBizz,Thorat Gaming,QuizDuel! Quiz & Trivia Game,https://play.google.com/store/apps/details?id=se.maginteractive.quizduel2,MAG Interactive
Shilpa Shetty Yoga,ArrowAI,Simple Soulful | Shilpa Shetty,https://play.google.com/store/apps/details?id=com.ssk.android,SSK Osmosis Private Limited
chess tutor,nan,Chess for Kids - Play & Learn,https://play.google.com/store/apps/details?id=com.chesskid,Chess.com
joke about dogs,Voxion,Fake Call Dogs Prank,https://play.google.com/store/apps/details?id=com.vectorm.videodogcalls,Vector M Production & Sergey Stepanets
Maya Companion,Harsh Kotwani,Maya AI GPT: Companion,https://play.google.com/store/apps/details?id=com.MetaverseMarvels.MayaAiAugmentedRealityMetaHumanGPT,Metaverse Marvels
Potter Verse,nan,Harry Potter: Puzzles & Spells,https://play.google.com/store/apps/details?id=com.zynga.pottermatch,Zynga
money intelligence,Money Intelligence,Money Masters: Learn Finance,https://play.google.com/store/apps/details?id=com.mnymstrs.twa,Money Masters App
quiz finder,Bannari Amman Institute of Technology,AR Book Finder (Barcode Scan),https://play.google.com/store/apps/details?id=net.appzzang.book_finder,박성안
Kartik's Quiz,kartik kakad,Logo Quiz,https://play.google.com/store/apps/details?id=logos.quiz.companies.game,bubble quiz games
Orlando Sentinel,Orlando Sentinel,Orlando Sentinel,https://play.google.com/store/apps/details?id=com.apptivateme.next.os,Tribune Publishing Inc.
GENERAL KNOWLEDGE EASY QUIZ,Suyesh Badge,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
thirty second quiz,Asim Pathan,Five in Thirty - 30 seconds,https://play.google.com/store/apps/details?id=com.app.fiveinthirty,Damp Apps
Mr.Communication Networks,AKHILDAS KS,-,-,-
Marketing Tips,Orren Prunckun,Tips Digital Marketing Online,https://play.google.com/store/apps/details?id=com.Ahbar.BelajarDigitalMarketingOnline,Ahbar Studio
Learn Telugu,aiTeachMe,Ling - Learn Telugu Language,https://play.google.com/store/apps/details?id=com.simyasolutions.ling.te,Ling Learn Languages
Day Of School,"Abhinav Kandula, Justin Kandula",Old School,https://play.google.com/store/apps/details?id=com.MDickie.OldSchool,MDickie
yolink,YoSmart Inc.,YoLink,https://play.google.com/store/apps/details?id=com.yosmart.yolink,Yosmart Inc.
Can You Save Me,Emily Nguyen,YouTube Music,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.music,Google LLC
Samrat smart quiz,Samrat Rode,TRIVIA STAR Quiz Games Offline,https://play.google.com/store/apps/details?id=com.trivia.star.android,Super Lucky Games LLC
Bad Joke,Voxion,Dad Jokes Duel,https://play.google.com/store/apps/details?id=com.theedo.dadjokesduel,Edo developers
Magic Seven cube,Zami,Magic Cube,https://play.google.com/store/apps/details?id=org.distorted.magic,Leszek Koltunski
Dilemma of the Day,VoxLR8,Dilemma Game,https://play.google.com/store/apps/details?id=nl.eur.dilemmagame,Erasmus Universiteit Rotterdam
Dr Daily Motivation,Saisha Enterprises,Mindset: Daily Motivation,https://play.google.com/store/apps/details?id=com.mindset.app,Mindset Motivation Inc.
Musical Instruments Quiz,Silver Surfer,Music Games: Music Quiz,https://play.google.com/store/apps/details?id=brain.training.game.music,Riafy Technologies
Dr.Python Quiz,AKHILDAS KS,Learn Python,https://play.google.com/store/apps/details?id=python.learnpython.learn.pythonx.coding.programming.python3.tutorials.codingx,Online learning & growth institute
Proscenic,jacky lee,Proscenic,https://play.google.com/store/apps/details?id=com.proscenic.smart.robot,"Shenzhen Proscenic Technology Co.,Ltd"
Woods Connect,Woods TES Sweden AB,Woods Connect,https://play.google.com/store/apps/details?id=com.woods.smart,Woods TES Sweden
Animal Kids,Philip Thomas,Animal Jam,https://play.google.com/store/apps/details?id=com.WildWorks.AnimalJamPlayWild,WildWorks
tricky bible quiz,shivani kodape,Daily Bible Quiz Bible Games,https://play.google.com/store/apps/details?id=com.wolf.studio.bible.quiz.trivia.games,Wolfstudios
Quiz for life,orgino,Quiz For LIFE,https://play.google.com/store/apps/details?id=com.forlife.quiz,For LIFE
chem funn,Shafeek,Chemical Substances: Chem-Quiz,https://play.google.com/store/apps/details?id=com.asmolgam.chemicals,Andrey Solovyev
Mr. Trex,Deependra Shekhawat,Miami Rex,https://play.google.com/store/apps/details?id=air.miamirexandro001,Gametornado
Oscars Quiz,Gaurav Garg,TRIVIA STAR Quiz Games Offline,https://play.google.com/store/apps/details?id=com.trivia.star.android,Super Lucky Games LLC
Bollywood in India,Ayush Tamta,BollywoodMDB,https://play.google.com/store/apps/details?id=com.bollywoodmdb,Boppo Entertainment
Ultimate Quiz SOLAR ENERGY,Miss Sakshi Shendre,Planets Quiz: Solar System Tri,https://play.google.com/store/apps/details?id=com.planets.quiz.solar.system.trivia.quiz,Innovative Xtudio
The Flux Komplex,Wounded Hearts Productions,Flux,https://play.google.com/store/apps/details?id=com.fluxpayment,Blueloop Inc.
Wizarding world,Bhanu Industries,Harry Potter Fan Club,https://play.google.com/store/apps/details?id=com.wwdfe.goog.wizardingworld,Wizarding World Digital
Parineeti Chopra fan,Gaurav Garg,Parineeti Chopra Wallpapers,https://play.google.com/store/apps/details?id=com.zeroapp.parineeti_chopra_wallpapers,zeroapp
c programming basic operator practice quiz,shivank,Programming Quiz,https://play.google.com/store/apps/details?id=com.ak.tathtatgujarat,Everything You Want Is Always Here
cloud computing news,Caleb Lemoine,"Cloud Computing, Big Data News",https://play.google.com/store/apps/details?id=com.briox.riversip.android.rnd.cloud,Loyal_Apps
Iron Man Facts Quiz,Ankit Nayak,Ultimate Facts - Did You Know?,https://play.google.com/store/apps/details?id=com.viyatek.ultimatefacts,Prometheus Interactive LLC
Joke In English,Voxion,Funny Jokes,https://play.google.com/store/apps/details?id=com.happyapplab.funnyjokes,Happy App Lab
flip the coin,Yashash Jain,Simple Coin Flip,https://play.google.com/store/apps/details?id=com.banasiak.coinflip,Richard Banasiak
Simon iO,Simon S.A.,Simon iO,https://play.google.com/store/apps/details?id=com.simonholding.walia,"Simon, S.A."
Facts about Vodka,Hold my Vodka,Pocket Facts: Did you know?,https://play.google.com/store/apps/details?id=com.gvapps.facts,GV apps
seven mirrors,nan,Screen Mirroring - 1001 TVs,https://play.google.com/store/apps/details?id=com.nero.swiftlink.mirror,Nero AG
Kohler,Kohler Company,KOHLER Konnect,https://play.google.com/store/apps/details?id=com.kohler.hermoth,Kohler Company
Mr.Copycat,SehyungLee,Mr. Hopp's Playhouse,https://play.google.com/store/apps/details?id=com.phatmojo.mrhoppsplayhouse,Moonbit
Arcane Art's Music,Wounded Hearts Productions,Arcane Arts Magic Management 2,https://play.google.com/store/apps/details?id=com.gamehouse.arcane2,GameHouse Original Stories
Politics India by Pratik,Pratik,Politics and War,https://play.google.com/store/apps/details?id=com.game.politicsandwar,Yellowstone Digital Media LLC
Most beautiful country,Mitali agrawal,Country War,https://play.google.com/store/apps/details?id=com.bergames.europewar,BER Games
Tooth fairy,ABLE VARGHESE,Tooth Fairy CAMERA,https://play.google.com/store/apps/details?id=dk.superfilm.toothfairycameraandroid,Soeren Lisager
Relaxing music,music dev,Relaxing Music: Sleep Sounds,https://play.google.com/store/apps/details?id=com.dreamstudio.relaxingmusicsleepsounds,Dream_Studio
MCU Master,Anandhu,MOD-MASTER For Minecraft PE,https://play.google.com/store/apps/details?id=more.addonsformcpe.minecraft,Addons for mcpe
ALIENS FACTS,HiPRoCkDiVa,Alien Scanner,https://play.google.com/store/apps/details?id=schmitz.florian.alien_scanner,Florian Schmitz
Fruit Cups,fcdevs,Fruit Drop Master,https://play.google.com/store/apps/details?id=com.metagame.watermelonmastermergefruit,Metagame.Ltd
Guess My Birthday,Avichal Srivastava,Famous Birthdays,https://play.google.com/store/apps/details?id=com.famousbirthdays,Famous Birthdays
The MCU Avengers Quiz,Anom Devgun,DC Super Hero Quiz,https://play.google.com/store/apps/details?id=com.twobro.dcsuperheroquiz,Twobro apps
Oz Lotteries,Oz Lotteries,Loto-Québec Lotteries,https://play.google.com/store/apps/details?id=com.lotoquebec.lotteries,Loto-Québec
Hasegawa Dementia Scale,creativival,U-Scale,https://play.google.com/store/apps/details?id=cz.umax.uscale,UMAX
Fearless Cissie Graham Lynch,Billy Graham Evangelistic Association,Billy Graham Evangelistic Assn,https://play.google.com/store/apps/details?id=com.subsplash.thechurchapp.billygrahamevangelisticassociation,Subsplash Inc
Fun with programming,Kunj Gopal Shah,Learn Coding/Programming: Mimo,https://play.google.com/store/apps/details?id=com.getmimo,Mimo: Learn to Code
tech tickle,Hardik Chavda,Tickle Anne 2,https://play.google.com/store/apps/details?id=com.Rmddum.TickleAnne1,Rmddum
Study Material,Study Material,Studocu: Study Notes & Sharing,https://play.google.com/store/apps/details?id=com.studocu.app,StuDocu
blurams,blurams,blurams,https://play.google.com/store/apps/details?id=com.blurams.ipc,"Hangzhou Vision Insight Technology Co.,Ltd."
Spaced Quiz,Janmejaya,Space Academy: Solar Quiz,https://play.google.com/store/apps/details?id=org.hyperskill.app.saa.android,Hyperskill
frozen trivia,kanishka jain,Word Trivia - Word Quiz Games,https://play.google.com/store/apps/details?id=trivia.quiz.trivia.star.millionaire.word.question.offine.game.free,Magic Word Games
Voice Designer,Data Driven Design,SpeechLab: AI Voice Changer,https://play.google.com/store/apps/details?id=com.stringcode.speechlab,stringcode ou
CS Spot Guide,nan,Live Sports TV Listings Guide,https://play.google.com/store/apps/details?id=sport.mobile2ds.com,Mobile2ds
Amazing Facts about Black Holes,nan,Idle Black Hole,https://play.google.com/store/apps/details?id=com.yellowpandagames.blackhole,Yellow Panda Games
Chocolatey world trivia,Monika Koladiya,Logo Quiz - World Trivia Game,https://play.google.com/store/apps/details?id=com.logoquiz.triviagame,PrizePool Studios
Quiz Environmental issues,jyotsana,Environmental Studies Quiz,https://play.google.com/store/apps/details?id=io.kodular.purpleredyellow515717.Environmental_Studies_Quiz,ISC Developer
Fun with knowledge,Masumi,Knowledge,https://play.google.com/store/apps/details?id=ca.knowledge.kapp,Knowledge Network
Lumi Life,Lumi JSC,Lumi Life+,https://play.google.com/store/apps/details?id=com.lumi.lumilife,Lumi
AuraConnect,imi-hydronic.com,Aura Connect™,https://play.google.com/store/apps/details?id=com.teranovo.aura,Inforesight Consumer Products
English collective noun finding power,onestar,Collective nouns of english,https://play.google.com/store/apps/details?id=com.kbmobile.english300words4,kbmobile
Fury Nick Avengers,Yash Kesarwani,Vlad and Niki Superheroes,https://play.google.com/store/apps/details?id=com.psv.vlad_and_niki.superheroes,Hippo Kids Games
LOVE WEEK QUIZ,SHUBHAM MAURYA,We Love Quiz,https://play.google.com/store/apps/details?id=uk.co.thenationalquiz.thenationalquiz,The National Quiz
brightside's quiz,As a developer,TRIVIA STAR Quiz Games Offline,https://play.google.com/store/apps/details?id=com.trivia.star.android,Super Lucky Games LLC
International Days Quiz,SHUBHAM MAURYA,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
Dr.Zyclavian.,nan,-,-,-
Ultimate King Of Knowledge,Saurav Methaniya,Power Of Knowledge : Trivia,https://play.google.com/store/apps/details?id=com.trivia.knowledgeispower,Evrika Games LLC
Kid Circle,KidCircle Inc,Circle Parental Controls App,https://play.google.com/store/apps/details?id=com.meetcircle.circle,Aura Sub LLC
Quiz madness,Divam Shah,Trivia Madness,https://play.google.com/store/apps/details?id=com.gimica.triviamadness,Gimica GmbH
Avengers Stark,Ayushman Parida,Idle Avengers Tower,https://play.google.com/store/apps/details?id=com.StarLegion.IdleAvengersTower,Star Legion
New Country Capital Quiz,nan,Capitals of the countries Quiz,https://play.google.com/store/apps/details?id=com.mary.jeanphilippe.capitale,Jean-Philippe MARY
Mr GOT,nan,Mr. Hopp's Manor Escape,https://play.google.com/store/apps/details?id=com.moonbit.hoppescape,Moonbit
Mr. Indian Foodie,Milan Lakhani,Cooking Mart - Indian Cooking,https://play.google.com/store/apps/details?id=com.restaurantgames.cookingmart,Fun World Games
Dr. QuizBuzz,nan,BuzzFeed - Quizzes & News,https://play.google.com/store/apps/details?id=com.buzzfeed.android,BuzzFeed
cloud learning,Francisco Massanet-Nicolau,LinkedIn Learning,https://play.google.com/store/apps/details?id=com.linkedin.android.learning,LinkedIn
Fellow Hacker,Sravani,Hackers,https://play.google.com/store/apps/details?id=com.tricksterarts.hackers,Trickster Arts
Capital Country,Indra Kumar Gupta,Capitals of the countries Quiz,https://play.google.com/store/apps/details?id=com.mary.jeanphilippe.capitale,Jean-Philippe MARY
The Enterprise BS Generator,nan,Function Generator,https://play.google.com/store/apps/details?id=com.keuwl.functiongenerator,keuwlsoft
NFL Football Trivia,Franky & Son,Who's the NFL Football Player,https://play.google.com/store/apps/details?id=net.mobile23.whosthenflfootballplayer,Mobile23.net
Europe Capital Quiz,nan,Capitals Quizzer,https://play.google.com/store/apps/details?id=org.supergonk.capitals,Supergonk
Big Bang Trivia,Kshitij,Big Bang Theory Quiz,https://play.google.com/store/apps/details?id=com.tingly.tbbt,LYT Studio
Chucky Doll Facts,Hiprockdiva,chucky doll fake call Video,https://play.google.com/store/apps/details?id=com.fakevideo.chucky.chuckyochat,GoomStudio
Daily Prayer,isscroberto,Daily Prayer App,https://play.google.com/store/apps/details?id=com.rethinkme.dailyPrayer,RethinkMe
The Blockchain Teacher,nan,Learn Blockchain -Cryptography,https://play.google.com/store/apps/details?id=com.magicforstudio.blockchain,Magic4Studio
Sun Facts,nan,Sun Locator - Position Seeker,https://play.google.com/store/apps/details?id=com.genewarrior.sunlocator.lite,Battery Stats Saver
voice act,Blaze Automation,Voice Access,https://play.google.com/store/apps/details?id=com.google.android.apps.accessibility.voiceaccess,Google LLC
Sachin Technical,nan,Elevate Technical App,https://play.google.com/store/apps/details?id=com.holcimbe.technical,Holcim IT
Chemical Agent,Govind Singh Rathore,Chemical Manager,https://play.google.com/store/apps/details?id=com.ecoonline.ecoarchiveapp,EcoOnline AS
Marvel movies quiz,nan,Movie Quiz,https://play.google.com/store/apps/details?id=com.raci.moviequizandwatchlist,Certain Games
Important Days Quiz,Jainil Somani,Big Questions Quiz Game,https://play.google.com/store/apps/details?id=br.com.zeroum.oxford.bigquestions,01Digital
Kuttycoders JR,nan,Tynker - Learn to Code,https://play.google.com/store/apps/details?id=com.tynker.TynkerBlockCoding,Tynker
Visual Studio Quiz,Delpin Susai Raj,Visual Studio Guide,https://play.google.com/store/apps/details?id=com.mobeasyapp.app386316810794,Anan Daod
Rajasthani Facts,Ramit Agarwal,Amazing Psychology Facts,https://play.google.com/store/apps/details?id=com.gvapps.psychologyfacts,GV apps
amazing PUBG quiz,Ishaan Bedi,Mega Quiz Gaming 2024,https://play.google.com/store/apps/details?id=com.HeyNau.MegaQuizGaming,HeyNau
Pigeon Treat,nan,-,-,-
WC Cric trivia,SJ Enterprises,Trivia Crack,https://play.google.com/store/apps/details?id=com.etermax.preguntados.lite,etermax
Brain fade,nan,Brain Games - Left vs Right,https://play.google.com/store/apps/details?id=com.mochibits.google.leftvsright,MochiBits
Sushi Facts,VoiceDove,Sushi Bar Idle,https://play.google.com/store/apps/details?id=com.gpp.sushibar,Green Panda Games
todays lucky horoscope,nan,Daily Horoscope,https://play.google.com/store/apps/details?id=info.androidz.horoscope,Horoscope by Comitic
Orpat nitro,nan,Asphalt Nitro,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftAGHM,Gameloft SE
Spiri Chatbot,Awakening Mind,Ask AI - Chat with AI Chatbot,https://play.google.com/store/apps/details?id=com.codeway.chatapp,Codeway Dijital
Proven HR,Mohd Haneef,Proven CRM Mobile,https://play.google.com/store/apps/details?id=crm.proven.mobile,Canam Systems
Netflix Marvel Trivia,Subrajeet,Heads Up! Netflix Edition,https://play.google.com/store/apps/details?id=com.netflix.NGP.HeadsUp2,"Netflix, Inc."
Pixie Dicer,Akanksha Bhasin,Pixie,https://play.google.com/store/apps/details?id=mobi.pixie.app,PixieTeam
Independent Quiz,Debdut Goswami,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
Find the brand,Lakhan Chavda,Logo Quiz: Guess the Brand!,https://play.google.com/store/apps/details?id=com.kolmogames.logoquiz,Kolmo Games
FINANCE QUIZMANIA,YASHASVI MODY,Quiz Planet,https://play.google.com/store/apps/details?id=com.lotum.quizplanet,Lotum one GmbH
find my persona,nan,"Findo: Find my Friends, Phone",https://play.google.com/store/apps/details?id=find.my.friends.family.phone.gps.location.device.tracker.locator,BP Mobile LLC
Strawberry Facts,nan,Strawberry Shortcake Sweets,https://play.google.com/store/apps/details?id=com.budgestudios.StrawberryShortcakeSweetShop,Budge Studios
Physical World,Ansh Goyal,Physical World Map,https://play.google.com/store/apps/details?id=com.worldmap.physicalworldmap,Education point
Football Stadiums Quiz,Himanshi Singh,Football Stadium Quiz,https://play.google.com/store/apps/details?id=com.CaneMilio.FootballStadiumQuiz,CaneMilio
Fascinating Facts Quiz,PURVIL BHARTHANIA,Daily Random Facts,https://play.google.com/store/apps/details?id=com.hrd.facts,Monkey Taps LLC
Quiz Chemistry,Batukbhai Tarsariya,Chemistry,https://play.google.com/store/apps/details?id=com.chemistry,diniska
Impractical brain jammer,nan,DAF Jammer,https://play.google.com/store/apps/details?id=com.sagebrush.stfu,Sagebrush Systems Inc
know your got character trivia,Rahul Roy,Which character are you? QUIZ,https://play.google.com/store/apps/details?id=com.UUSoft.WCAY,UU Software
The Marvel Fandom,Rishi Arora,Fandom,https://play.google.com/store/apps/details?id=com.fandom.app,"Fandom, Incorporated"
IPL Players Quiz,nan,Guess IPL Players 2024 Quiz,https://play.google.com/store/apps/details?id=com.rdquiz.guessiplplayersquiz,100 Quiz
FUN WITH CHEMISTRY,PRIYANSHU JHA,Chemistry,https://play.google.com/store/apps/details?id=com.chemistry,diniska
Expert of Cricket,Vraj Baxi,Expert Cricket Prediction,https://play.google.com/store/apps/details?id=co.median.android.xnbdra,ExpertsFreeTips IPL Toss Prediction Cricket Expert
Asteroid quiz,nan,Asteroid,https://play.google.com/store/apps/details?id=com.maxelus.livewallpaper.asteroid,maxelus.net
Basic GK Quiz,Dharmik Patel,Sharp Quiz - GK Quiz App,https://play.google.com/store/apps/details?id=com.sharpquiz,RESILIENCESOFT
CC Quizer,nan,Quizzer (create tests),https://play.google.com/store/apps/details?id=com.sergioyanes.quizzer,Sergio Yanes
FRIENDS Fan Quiz,Abhishek Singh,Friends Trivia Quiz,https://play.google.com/store/apps/details?id=com.vgcentral.friendsquiz,VGcentral
noble prize,Bharti Uikey,Prize Blast,https://play.google.com/store/apps/details?id=com.lagoonsoft.pb,Lagoon Software
Quiz by Mahabharat's Time,Manish Kumar,Mahabharat Quiz,https://play.google.com/store/apps/details?id=com.shuvankarsarkar.mahabharatquiz,Shuvankar Sarkar
The Rooster Cast,witlingo,"Cast to TV, Chromecast & Roku",https://play.google.com/store/apps/details?id=cast.video.screenmirroring.casttotv,InShot Inc.
Science curiosity,Pawan Dumka,Curiosity Stream,https://play.google.com/store/apps/details?id=com.curiosity.curiositystream,CuriosityStream Inc.
Chess Newbie,Shubham Garg,Chessable,https://play.google.com/store/apps/details?id=com.chessable.chessable,Chess.com
DICE GAMBLER,nan,Phone Dice™ Street Dice Game,https://play.google.com/store/apps/details?id=com.siliconmalta.phonedicegame,BadBoysGames
Ubuntu Commands,Astha Singh,Linux Command Library,https://play.google.com/store/apps/details?id=com.inspiredandroid.linuxcommandbibliotheca,Simon Schubert
Name the singer,Devashish Pathak,Guess The Singer By Picture,https://play.google.com/store/apps/details?id=com.joblesslady.guessthesingerbypicture,RhinoX Developers
Game of Thrones Expert,Ashish Kumar,Game Of Thrones Quiz,https://play.google.com/store/apps/details?id=com.kadax.gameofthronesquiz,Kadax Games
Mind it,Piyush Verma,Minds,https://play.google.com/store/apps/details?id=com.minds.mobile,Minds
quiz by the starks of Winterfell,nan,Guess The Movie Quiz,https://play.google.com/store/apps/details?id=logo.quiz.guess.movie,bubble quiz games
Coach Cabi,nan,AF Coach App,https://play.google.com/store/apps/details?id=com.anytimefitness.coachapp,"Anytime Fitness, LLC"
Interview Buddy,Lucky Kumar,Interview Buddy,https://play.google.com/store/apps/details?id=co.marshal.fhvrc,Education Marshal Media
Chord Assist,nan,Chord ai - learn any song,https://play.google.com/store/apps/details?id=com.chordai,Chord ai
Planet Earth,David Ivancik,Google Earth,https://play.google.com/store/apps/details?id=com.google.earth,Google LLC
Dragon Ball Master,Arjun Rupavatia,DRAGON BALL Games Battle Hour,https://play.google.com/store/apps/details?id=com.bandainamcoent.db_event_project,Bandai Namco Entertainment Inc.
Mr.Iconic,Mr. AJ,Matchington Mansion,https://play.google.com/store/apps/details?id=com.matchington.mansion,"Magic Tavern, Inc."
PUBG Questions,Chinni Sahil Kumar,PUBG MOBILE,https://play.google.com/store/apps/details?id=com.tencent.ig,Level Infinite
Guess the word,LavaSmoothie,Wordlook - Guess The Word Game,https://play.google.com/store/apps/details?id=com.matchasaucellc.word.hound.android,Matcha Sauce LLC
find fruit,Bhargava teja,Fruit Bump,https://play.google.com/store/apps/details?id=com.FruitBump,Twimler
Real English,WROFF,"RealLife: Speak, Learn English",https://play.google.com/store/apps/details?id=com.reallifeglobal.app,RealLife English
Christmas Jokes,nan,Jokes!,https://play.google.com/store/apps/details?id=com.chrishouston.jokes,Chris Houston
The Auto bot,Dheeraj GSS,Auto Reply Chat Bot,https://play.google.com/store/apps/details?id=com.pransuinc.autoreply,PransuInc
News Results from Authorlink,nan,News in Levels: Learn English,https://play.google.com/store/apps/details?id=com.newsinlevels,News in Levels
News Results from Washington Post,nan,The Washington Post,https://play.google.com/store/apps/details?id=com.washingtonpost.android,The Washington Post
News Results from CBS Houston,nan,FOX 26 Houston: News,https://play.google.com/store/apps/details?id=com.fox.droid.foxkriv,"Fox Television Stations, Inc."
Dish Master,nan,Dish Master,https://play.google.com/store/apps/details?id=com.dishmaster,Hafiz Zain
